Datetime,V,FI,TREE,SQ
7/3/2019 13:00:00,176.87,94.23,415.71,74.26
7/5/2019 16:00:00,176.66,94.46,415.3,74.31
7/8/2019 16:00:00,176.19,93.58,418.36,73.43
7/9/2019 16:00:00,177.73,93.84,416.74,77.96
7/10/2019 16:00:00,179.31,93.86,418.14,78.37
7/11/2019 16:00:00,180.74,93.69,433.34,79.44
7/12/2019 16:00:00,180.33,94.51,432.68,82.28
7/15/2019 16:00:00,180.57,94.75,429.79,82.17
7/16/2019 16:00:00,179.31,93.91,419.22,80.59
7/17/2019 16:00:00,179.15,94.11,411.94,80.87
7/18/2019 16:00:00,180.53,96.87,410.03,81.06
7/19/2019 16:00:00,179.24,95.39,410.21,78.51
7/22/2019 16:00:00,180.57,95.3,414.81,78.57
7/23/2019 16:00:00,180.9,95.3,420.23,78.84
7/24/2019 16:00:00,183.33,94.17,413.84,80.43
7/25/2019 16:00:00,181.59,96.36,346.7,80.02
7/26/2019 16:00:00,183.69,102.3,348.8,81.81
7/29/2019 16:00:00,183.21,104.64,328.61,80.2
7/30/2019 16:00:00,181.53,103.91,326.87,80.49
7/31/2019 16:00:00,178,105.43,322.54,80.41
8/1/2019 16:00:00,179.17,104.66,323.97,80.98
8/2/2019 16:00:00,177.42,104.32,320.48,69.6
8/5/2019 16:00:00,168.86,100.45,313.56,64.85
8/6/2019 16:00:00,172.48,103.02,311.07,64.6
8/7/2019 16:00:00,175.32,104.97,311.84,65
8/8/2019 16:00:00,179.9,105.43,315.88,66.27
8/9/2019 16:00:00,179.05,105.3,310.36,65.01
8/12/2019 16:00:00,176.34,104.21,296.07,62.3
8/13/2019 16:00:00,176.34,105.78,299.99,63
8/14/2019 16:00:00,173.51,102.4,292.4,61.55
8/15/2019 16:00:00,176.27,105.49,294.22,62
8/16/2019 16:00:00,178.23,107.26,295.79,62.87
8/19/2019 16:00:00,179.74,107.75,298.14,64.08
8/20/2019 16:00:00,179.24,106.99,295.21,64.37
8/21/2019 16:00:00,180.94,107.56,301.86,65.41
8/22/2019 16:00:00,180.09,108.16,309.1,64.68
8/23/2019 16:00:00,175.23,104.68,298.66,61.78
8/26/2019 16:00:00,177.59,106.38,315.45,62.8
8/27/2019 16:00:00,178.38,106.98,303.06,61.75
8/28/2019 16:00:00,178.67,106.75,308.51,62.15
8/29/2019 16:00:00,181.17,107.64,302.91,62.84
8/30/2019 16:00:00,180.82,106.94,310.09,61.84
9/3/2019 16:00:00,179.2,105.84,302.76,61.13
9/4/2019 16:00:00,181.77,106.29,304.47,61.17
9/5/2019 16:00:00,184.73,108.7,305.49,63.02
9/6/2019 16:00:00,185.74,108.62,309.02,62
9/9/2019 16:00:00,181.55,106.68,303.23,61.47
9/10/2019 16:00:00,176.35,103.69,312.52,60.55
9/11/2019 16:00:00,174.98,102,316.22,59.2
9/12/2019 16:00:00,177.98,103.89,322.26,57.79
9/13/2019 16:00:00,177.27,102.6,323.52,58.29
9/16/2019 16:00:00,176.11,103.62,325.73,59.25
9/17/2019 16:00:00,176.45,104.82,329.15,59.6
9/18/2019 16:00:00,175.29,104.34,323.04,59.75
9/19/2019 16:00:00,175.96,104.91,325.46,59.03
9/20/2019 16:00:00,174.06,104.08,324.99,57.85
9/23/2019 16:00:00,174.91,105.04,322.8,56.76
9/24/2019 16:00:00,174.48,103.76,313.38,57.5
9/25/2019 16:00:00,175.28,103.94,316.8,58.51
9/26/2019 16:00:00,175.65,105.07,310.38,60.8
9/27/2019 16:00:00,174,102.61,306.72,60.75
9/30/2019 16:00:00,172.01,103.59,310.43,61.95
10/1/2019 16:00:00,174.29,103.15,304.58,61.63
10/2/2019 16:00:00,169.83,100.96,303.71,60.08
10/3/2019 16:00:00,172.87,103.05,301.34,62.05
10/4/2019 16:00:00,175.98,105.7,314.1,62.65
10/7/2019 16:00:00,174.9,104.59,313.5,62.25
10/8/2019 16:00:00,172.42,103.11,307.41,60.8
10/9/2019 16:00:00,174.88,104.7,303.3,62.22
10/10/2019 16:00:00,174.88,105.14,308.54,62.03
10/11/2019 16:00:00,177.06,105.68,312.02,61.54
10/14/2019 16:00:00,177.36,106.02,313.56,61.83
10/15/2019 16:00:00,178.75,106.89,317.38,64.29
10/16/2019 16:00:00,177.87,106.55,308.98,63
10/17/2019 16:00:00,177.94,106.19,319.89,63.4
10/18/2019 16:00:00,175.71,105.67,314.25,60.45
10/21/2019 16:00:00,176.43,104.44,317.86,61.15
10/22/2019 16:00:00,170.86,100.79,313.57,58.83
10/23/2019 16:00:00,171.32,101.1,317.02,58.36
10/24/2019 16:00:00,176.16,103.45,313.98,61.72
10/25/2019 16:00:00,177.85,102.51,323.63,62.89
10/28/2019 16:00:00,179.84,102.46,328.77,62.8
10/29/2019 16:00:00,177.63,105.35,323.76,62.41
10/30/2019 16:00:00,179.25,106.3,315.62,62.16
10/31/2019 16:00:00,178.86,106.14,359.85,61.43
11/1/2019 16:00:00,180.93,106.85,374.61,62.6
11/5/2019 16:00:00,176.37,105.29,386.23,62.38
11/6/2019 16:00:00,176.77,104,369.34,61.06
11/7/2019 16:00:00,178.43,104.91,361.58,61.34
11/8/2019 16:00:00,178.97,109.65,364.42,64.41
11/11/2019 16:00:00,179.54,110.61,363.9,62.45
11/12/2019 16:00:00,179.74,110.25,365.58,63.79
11/13/2019 16:00:00,179.41,110.65,372.52,61.54
11/14/2019 16:00:00,179.75,111.33,375.47,61.51
11/15/2019 16:00:00,179.77,114.1,370.72,62.99
11/18/2019 16:00:00,179.66,113.91,369.94,64.7
11/19/2019 16:00:00,182.77,114.5,367.63,65.74
11/20/2019 16:00:00,181.66,116.04,366.8,66.37
11/21/2019 16:00:00,179.89,115.35,370.35,67.17
11/22/2019 16:00:00,179.47,114.08,365.26,67.42
11/25/2019 16:00:00,180.97,113.92,369.23,67.75
11/26/2019 16:00:00,182.55,114.74,367.8,68.25
11/27/2019 16:00:00,184.37,116.22,371.19,68.94
11/29/2019 13:00:00,184.51,116.32,364.93,69.65
12/2/2019 16:00:00,181.79,116.24,360.53,69.12
12/3/2019 16:00:00,181.9,114.28,359.94,66.88
12/4/2019 16:00:00,180.6,114.42,353.53,67.04
12/5/2019 16:00:00,181.89,114.79,355.67,67.78
12/6/2019 16:00:00,182.17,114.79,354.49,67.14
12/9/2019 16:00:00,182.92,114.49,350.84,67.98
12/10/2019 16:00:00,182.26,114.75,337.41,67.06
12/11/2019 16:00:00,182.01,113.84,325.09,65.84
12/12/2019 16:00:00,182.64,114.61,306.08,65.75
12/13/2019 16:00:00,185.14,115.18,293.68,65.86
12/16/2019 16:00:00,186.24,116.75,288.86,64.8
12/17/2019 16:00:00,185.52,116.51,290.56,66.53
12/18/2019 16:00:00,184.9,116.78,285.22,65.55
12/19/2019 16:00:00,186.54,115.89,284.37,65.14
12/20/2019 16:00:00,188,116.5,283.87,64.55
12/23/2019 16:00:00,187.08,116.67,294.98,63.63
12/24/2019 13:00:00,187.57,116.33,290.53,62.8
12/26/2019 16:00:00,189.16,116.63,292.78,63.96
12/27/2019 16:00:00,189.39,116.03,294.41,64.03
12/30/2019 16:00:00,187.83,117.08,294.39,63.8
,,115.47,303.24,61.8
